product_id,category_id,category_code,brand,price,user_id,product_name,count
22400107,2053013554474254687,electronics.audio.microphone,wster,36.38,514569988,electronics.audio.microphone wster,1306
5900087,2053013560841208525,nan,prestigio,69.24,551678425, prestigio,1302
40200415,2053013557930361385,nan,tarkett,5.79,512889804, tarkett,1297
4500281,2053013563877884791,appliances.kitchen.hob,bosch,275.17,519823696,appliances.kitchen.hob bosch,1297
12711941,2053013553559896355,nan,kormoran,38.74,538346848, kormoran,1295
22700430,2053013556168753601,nan,master,80.58,513574733, master,1295
8000348,2053013556579795419,nan,huanger,32.18,517416775, huanger,1294
18200008,2053013554499420513,electronics.audio.acoustic,lg,154.42,517993042,electronics.audio.acoustic lg,1285
2501446,2053013564003713919,appliances.kitchen.oven,bosch,424.7,551962356,appliances.kitchen.oven bosch,1284
26900058,2053013564599305123,sport.trainer,konlega,179.93,514622975,sport.trainer konlega,1276
4900011,2053013555220840837,appliances.kitchen.juicer,braun,144.12,554585696,appliances.kitchen.juicer braun,1273
10900395,2053013555069845885,appliances.kitchen.mixer,nan,0.0,512556036,appliances.kitchen.mixer ,1272
1801750,2053013554415534427,electronics.video.tv,harper,141.14,555311765,electronics.video.tv harper,1267
4200985,2053013552351936731,appliances.environment.air_conditioner,samsung,347.47,515883490,appliances.environment.air_conditioner samsung,1267
32800211,2055156924273394455,nan,rush,158.56,513696314, rush,1264
12200998,2116907525235277959,sport.bicycle,greenbike,1156.64,514016645,sport.bicycle greenbike,1262
6302204,2053013554834964853,appliances.kitchen.kettle,kitfort,120.52,512434323,appliances.kitchen.kettle kitfort,1262
5800275,2053013553945772349,electronics.audio.subwoofer,mystery,172.46,549543417,electronics.audio.subwoofer mystery,1261
4700608,2053013560899928785,auto.accessories.videoregister,playme,223.92,512698113,auto.accessories.videoregister playme,1247
11100315,2053013555036291451,appliances.personal.scales,dauscher,7.7,520391219,appliances.personal.scales dauscher,1239
7004616,2053013560346280633,kids.carriage,bertoni,55.11,555122752,kids.carriage bertoni,1237
34800092,2062461754293617058,nan,carfashion,60.23,551809489, carfashion,1236
4900421,2053013555220840837,appliances.kitchen.juicer,scarlett,41.16,533162845,appliances.kitchen.juicer scarlett,1234
8500083,2053013552259662037,nan,kiturami,617.08,541016295, kiturami,1231
4500023,2053013563877884791,appliances.kitchen.hob,samsung,295.76,555464323,appliances.kitchen.hob samsung,1230
2402063,2053013563743667055,appliances.kitchen.hood,samsung,141.32,548463834,appliances.kitchen.hood samsung,1225
4700553,2053013560899928785,auto.accessories.videoregister,navitel,51.46,514917220,auto.accessories.videoregister navitel,1221
